210528
35.5179 50.4459
23.6482 56.6465
49.9469 42.9084
21.1099 57.9725
35.5819 50.4124
25.0154 55.9322
25.3897 55.7367
39.6959 48.2633
47.8066 44.0264
43.0274 46.5230
51.2697 42.2173
28.8691 53.9191
24.5025 56.2002
30.4919 53.0714
61.6758 36.7813
57.1243 39.1589
65.8067 34.6233
31.5601 52.5134
29.5508 53.5630
20.7216 58.1753
8.4660 64.5775
66.9060 34.0491
45.3781 45.2950
38.2907 48.9974
10.9083 63.3016
53.7523 40.9205
47.1158 44.3872
35.0588 50.6857
52.3393 41.6586
20.4186 58.3336
38.6029 48.8343
6.7732 65.4618
42.5681 46.7629
53.3331 41.1394
53.3701 41.1201
55.5127 40.0008
43.8415 46.0977
33.6446 51.4245
33.4521 51.5250
46.1828 44.8746
53.7918 40.8998
24.9878 55.9467
44.9905 45.4975
61.7843 36.7246
35.4583 50.4770
56.5755 39.4456
31.0297 52.7905
58.5550 38.4115
25.3200 55.7731
41.0474 47.5573
30.9968 52.8076
61.3261 36.9640
65.3674 34.8529
4.1112 66.8524
38.2182 49.0353
32.6746 51.9312
29.6897 53.4905
30.4541 53.0911
28.2416 54.2469
0.2035 68.8937
15.4384 60.9352
42.5194 46.7884
26.6128 55.0978
13.7789 61.8021
51.8844 41.8962
2.3392 67.7780
48.3622 43.7361
55.9013 39.7978
48.3023 43.7674
46.1571 44.8881
53.3931 41.1081
13.4882 61.9539
52.2455 41.7076
48.4454 43.6927
41.1610 47.4980
53.1566 41.2316
34.0000 51.2388
66.4676 34.2781
36.2043 50.0873
35.0195 50.7062
60.2362 37.5333
13.0125 62.2024
30.9543 52.8299
52.3663 41.6444
20.3574 58.3655
64.3164 35.4019
19.7733 58.6706
40.7233 47.7267
35.3647 50.5259
45.5035 45.2295
66.9390 34.0318
23.2711 56.8434
31.9342 52.3179
56.7354 39.3621
24.2108 56.3526
22.5768 57.2061
12.2712 62.5897
64.7894 35.1548
22.8651 57.0556
28.1577 54.2908
49.7651 43.0033
2.0931 67.9066
20.6486 58.2134
48.2016 43.8201
51.9319 41.8714
11.4882 62.9987
48.4526 43.6890
48.0192 43.9153
53.5931 41.0036
65.9544 34.5462
12.0972 62.6805
25.0025 55.9390
7.4119 65.1281
29.6870 53.4919
62.8349 36.1758
52.0998 41.7837
24.5505 56.1751
9.8801 63.8388
53.6726 40.9621
19.4452 58.8421
66.3392 34.3452
51.7834 41.9489
55.8740 39.8121
0.0661 68.9655
11.8940 62.7867
24.2027 56.3568
57.4646 38.9812
36.6641 49.8471
29.2929 53.6978
42.0764 47.0198
60.4331 37.4304
10.3831 63.5760
56.8983 39.2770
47.8002 44.0297
10.1421 63.7019
39.1847 48.5304
48.3379 43.7489
48.9247 43.4423
19.9554 58.5755
43.3724 46.3428
49.6592 43.0586
63.7056 35.7209
27.0683 54.8598
48.5852 43.6197
12.2368 62.6076
45.7110 45.1211
39.9525 48.1293
37.9333 49.1841
58.6083 38.3837
20.3574 58.3655
37.9996 49.1495
41.3993 47.3735
55.8546 39.8222
53.8575 40.8655
60.8624 37.2062
40.3556 47.9187
29.6117 53.5312
53.8696 40.8592
43.2037 46.4309
27.0001 54.8955
27.1876 54.7975
17.6143 59.7985
57.3122 39.0608
55.4569 40.0300
59.4618 37.9379
40.1992 48.0004
11.1820 63.1587
46.4599 44.7299
51.1878 42.2601
50.3828 42.6806
33.8677 51.3079
40.3929 47.8992
28.5330 54.0947
41.0042 47.5799
60.3210 37.4890
16.1807 60.5474
47.4137 44.2316
61.6817 36.7782
11.3615 63.0649
41.9543 47.0836
47.3654 44.2569
21.0395 58.0092
54.8826 40.3300
36.9556 49.6948
56.3246 39.5767
8.0039 64.8189
23.6552 56.6428
41.5985 47.2694
35.7182 50.3412
1.0066 68.4742
28.0963 54.3228
23.2349 56.8624
45.7475 45.1021
63.0284 36.0747
8.0014 64.8202
51.9398 41.8673
11.0965 63.2033
6.8474 65.4230
55.6620 39.9228
16.6590 60.2975
27.0394 54.8749
65.3547 34.8595
38.6764 48.7959
46.7796 44.5629
25.0266 55.9264
26.8709 54.9630
32.2454 52.1554
